show_id,note_seq,note
"2010-06-12_-_Blue_Moose_Tap_House_-_Iowa_City,_IA",1,Songs 7 through 9 were performed by John solo.
"2010-06-15_-_Gothic_Theatre_-_Denver,_CO",1,John 's solo set was songs 7 through 10.
2013-09-14_-_Atlantic_Ocean_Comedy_and_Music_Festival,1,"Before Dan Deacon 's set began, John Darnielle improvised on a keyboard ."
2013-09-14_-_Atlantic_Ocean_Comedy_and_Music_Festival,2,"""He Will Arise"" was a song written for the cruise, ""inspired by fact Darnielle and [John] Hodgman have been to the same church in Arkham, MA"" [ 1 ] ."
"2010-07-31_-_Holidays_for_Quince_Benefit_-_The_Pinhook_-_Durham,_NC",1,"This is the earliest known performance of ""You Were Cool""."
"2010-07-31_-_Holidays_for_Quince_Benefit_-_The_Pinhook_-_Durham,_NC",2,"Some of the songs written on John Darnielle 's loose setlist that were not played include "" Rotten Stinking Mouthpiece "", "" Furry's Blues "", "" I Ain't Livin' Long Like This "", "" Psalms 40:2 "", "" You or Your Memory "", and "" Philippians 3:20-21 ""."
"2006-10-23_-_The_Gargoyle_-_St._Louis,_MO",1,Franklin Bruno played keyboards on songs 7 through 14.
"2010-09-08_-_Brudenell_Social_Club_-_Leeds,_England",1,Songs 7 through 10 were played by John solo.
"2010-09-08_-_Brudenell_Social_Club_-_Leeds,_England",2,"Songs 1, 11, and 12 were played with John on keyboards."
"2013-10-09_-_Royal_Northern_College_of_Music_-_Manchester,_England",1,"Also played was a verse and the chorus from "" Back For Good "" by Take That ."
"2010-09-09_-_Koko_-_London,_England",1,Songs 7 through 10 were played by John solo.
"2010-09-09_-_Koko_-_London,_England",2,"Songs 1, 11, and 12 were played with John on keyboards."
"2010-09-10_-_End_of_the_Road_Festival_-_Salisbury,_England",1,Songs 7 through 9 were played by John solo.
"2005-10-29_-_Bowery_Ballroom_-_New_York,_NY",1,Songs 13—16 were played with the Prayers and Tears of Arthur Digby Sellers .
"2013-10-13_-_People's_Place_-_Amsterdam,_Netherlands",1,Songs 7 through 10 were played with John on piano.
"2013-10-14_-_Luxor_-_Cologne,_Germany",1,Songs 7 through 9 were played with John on piano.
"2013-10-16_-_La_Gaite_Lyrique_-_Paris,_France",1,"Songs 8—10, 22, and 25 were played with John on piano."
"2010-10-04_-_The_Bottleneck_-_Lawrence,_KS",1,Songs 7 through 10 were played by John solo.
"2013-10-19_-_Caprichos_de_Apolo_-_Barcelona,_Spain",1,Songs 8—10 and 18 were played with John on piano.
"2010-10-06_-_Academy_of_Contemporary_Music_@_UCO_-_Oklahoma_City,_OK",1,Songs 6 through 9 were played by John solo.
"2010-10-08_-_Austin_City_Limits_Festival_-_Austin,_TX",1,John 's solo set was songs 7 through 9.
"2005-06-23_-_Bottom_of_the_Hill_-_San_Francisco,_CA",1,John Vanderslice played on songs 9 and 10.
"2005-06-23_-_Bottom_of_the_Hill_-_San_Francisco,_CA",2,Jeff McLeod from The Double played the drums on songs 11 through 13.
"2010-10-19_-_Tin_Angel_-_Philadelphia,_PA",1,This was an Extra Lens show.
"2010-10-19_-_Tin_Angel_-_Philadelphia,_PA",2,"John Vanderslice played on ""Twelve Hands High""."
"2010-10-20_-_Rock_and_Roll_Hotel_-_Washington,_D.C.",1,This was an Extra Lens show.
"2011-02-26_-_Planned_Parenthood_Rally_-_Foley_Square_-_New_York,_NY",1,Video of the entire performance
"2010-10-23_-_Iron_Horse_Music_Hall_-_Northampton,_MA",1,This was an Extra Lens show.
"2010-10-23_-_Iron_Horse_Music_Hall_-_Northampton,_MA",2,John Vanderslice played on songs 12 and 16.
"2010-12-17_-_Brome_for_the_Holidays_-_King's_Barcade_-_Raleigh,_NC",1,Songs 1 through 8 were played by John solo.
"2005-10-23_-_Lunt_Hall_Basement_Haverford_College_-_Haverford,_PA",1,"Songs 13, 14, and 16 were played with the Prayers and Tears of Arthur Digby Sellers ."
"2005-10-23_-_Lunt_Hall_Basement_Haverford_College_-_Haverford,_PA",2,"Before the show started, the band played "" Song for the Julian Calendar "" and part of "" Going to Chino "" as part of soundcheck. This is captured on the recording."
"2013-10-18_-_Teatre_Conde_Duque_-_Madrid,_Spain",1,"The 7th song was, according to the setlist, "" Tallahassee "", "" In Memory of Satan "", or "" White Cedar ""."
"2013-10-18_-_Teatre_Conde_Duque_-_Madrid,_Spain",2,Review of the show
"2011-02-15_-_University_of_Washington_-_Meany_Hall_-_Seattle,_WA",1,Songs 21 and 22 were played by John on piano.
"2011-03-25_-_9:30_Club_-_Washington,_D.C.",1,Songs 8 through 12 were played by John solo.
"2011-03-25_-_9:30_Club_-_Washington,_D.C.",2,Alternate videos of the first and second encores can be found here and here .
"2011-03-26_-_Strand-Capitol_Performing_Arts_Center_-_York,_PA",1,Songs 7 through 10 were played by John solo.
"2006-09-20_-_The_Andy_Warhol_Museum_-_Pittsburgh,_PA",1,"Peter Hughes played guitar on ""In Corolla""."
"2011-04-06_-_Mercy_Lounge_-_Nashville,_TN",1,John 's solo set was songs 7 through 10.
"2010-01-11_-_Cemetery_Gates_-_Green-Wood_Cemetery_Chapel_-_Brooklyn,_NY",1,"This session was recorded for Pitchfork.tv . The date of recording is unknown; the one given here is the date the first video (""Psalms 40:2"") was uploaded to Pitchfork."
"2011-04-08_-_Cat's_Cradle_-_Carrboro,_NC",1,Songs 8 through 10 were played by John solo.
"2011-04-08_-_Cat's_Cradle_-_Carrboro,_NC",2,Song 11 was played with Yuval Semo .
"2011-04-08_-_Cat's_Cradle_-_Carrboro,_NC",3,"Mac McCaughan joined the Mountain Goats and Megafaun in performing ""This Year""."
"2000-02-06_-_The_Press_-_Claremont,_CA",1,Songs 14 and 15 were played with Franklin Bruno as The Extra Glenns .
"2004-10-12_-_Cat's_Cradle_-_Carrboro,_NC",1,Songs 12 through 14 were played with John Vanderslice .
"2006-10-01_-_Bowery_Ballroom_-_New_York,_NY",1,Songs 8—16 featured Franklin Bruno on piano.
"1992-12-12_-_KUCI_Session_-_Irvine,_CA",1,""" One Morning in Northern Italy "" was not played as it is usually, according to John ."
"2011-04-15_-_Theater_of_Living_Arts_-_Philadelphia,_PA",1,John 's solo set was songs 7 through 10.
"2011-05-22_-_Whelan's_-_Dublin,_Ireland",1,John 's solo set was songs 7 through 10.
"2011-05-24_-_Coalition_-_Brighton,_England",1,John 's solo set was songs 7 through 10.
"2011-05-24_-_Coalition_-_Brighton,_England",2,""" The Hot Garden Stomp "" was on the setlist, but it was not played."
"2004-10-15_-_The_Social_-_Orlando,_FL",1,Songs 13 through 17 were played with John Vanderslice .
"2011-05-25_-_Koko_-_London,_England",1,"The show had two solo sets— songs 7 through 10, and songs 19 through 21."
"2000-10-16_-_Gate_City_Noise_-_Greensboro,_NC",1,Songs 15 through 20 were played with Franklin Bruno as The Extra Glenns .
"2011-05-27_-_Manchester_Academy_3_-_Manchester,_England",1,John 's solo set was songs 6 through 10.
"2011-05-28_-_Brudenell_Social_Club_-_Leeds,_England",1,John 's solo set was songs 6 through 9.
"2011-05-29_-_King_Tut's_Wah_Wah_Hut_-_Glasgow,_Scotland",1,John 's solo set was songs 7 through 11.
"2011-05-30_-_The_Cluny_-_Newcastle,_England",1,John 's solo set was songs 7 through 11.
"2011-06-17_-_The_Biltmore_Cabaret_-_Vancouver,_British_Columbia",1,John 's solo set was songs 7 through 9.
"2011-06-18_-_Aladdin_Theater_-_Portland,_OR",1,John 's solo set was songs 8 through 12.
"2011-06-20_-_The_Fillmore_-_San_Francisco,_CA",1,John 's solo set was songs 7 through 11.
"2011-06-21_-_The_Detroit_Bar_-_Costa_Mesa,_CA",1,John 's solo set was songs 7 through 11.
"2011-06-23_-_El_Rey_Theater_-_Los_Angeles,_CA",1,John 's solo set was songs 7 through 11.
"2011-06-07_-_A.V._Club_Undercover_Session_-_Chicago,_IL",1,This session was part of The Onion's A.V. Club 's A.V. Undercover series.
"2011-12-21_-_A.V._Club_Undercover_Session_-_Chicago,_IL",1,This session was part of The Onion's A.V. Club 's A.V. Undercover series.
"2014-01-19_-_Rock_for_Roe_at_the_Pinhook_-_Durham,_NC",1,"This is the first time "" Song for Black Sabbath's Second North American Tour "", "" Trying to Remember the Video with Lita Ford "", and "" Heel Turn 1 "" were played."
"2010-06-01_-_Dinner_with_the_Band_-_Brooklyn,_NY",1,"The Mountain Goats were featured in season one of Dinner with the Band , a show where the host chef prepares a meal for a band. ""1 Samuel 15:23"" and ""Psalms 40:2"" were included in the full episode, while the other three songs were released as ""webisodes"" before the episode aired."
"2010-06-01_-_Dinner_with_the_Band_-_Brooklyn,_NY",2,"Judging from Peter Hughes ' Tumblr , the episode was recorded in February 2010."
"2011-07-27_-_Artpark_-_Lewiston,_NY",1,This show was part of a tour opening for Bright Eyes .
"2011-07-27_-_Artpark_-_Lewiston,_NY",2,""" Quito "" was played during soundcheck."
"2005-05-02_-_Cat's_Cradle_-_Carrboro,_NC",1,Songs 12 through 16 were played with John Vanderslice .
"2011-04-08_-_WUNC_Session_-_Chapel_Hill,_NC",1,This radio session and interview was part of the WUNC program The State of Things .
"2011-07-28_-_Meadowbrook_Pavilion_-_Gilford,_NH",1,This show was part of a tour opening for Bright Eyes .
"2011-07-29_-_The_Shelburne_Museum_-_Shelburne,_VT",1,This show was part of a tour opening for Bright Eyes .
"2011-07-31_-_Papermill_Island_-_Baldwinsville,_NY",1,This show was part of a tour opening for Bright Eyes .
"2011-07-31_-_Papermill_Island_-_Baldwinsville,_NY",2,"Conor Oberst of Bright Eyes joined the band on stage to sing the chorus of ""This Year""."
"2011-08-02_-_House_of_Blues_-_Cleveland,_OH",1,This show was part of a tour opening for Bright Eyes .
"2011-08-03_-_Meijer_Gardens_-_Grand_Rapids,_MI",1,This show was part of a tour opening for Bright Eyes .
"2011-08-04_-_Egyptian_Room_-_Indianapolis,_IN",1,This show was part of a tour opening for Bright Eyes .
"2011-08-05_-_Lollapalooza_-_Grant_Park_-_Chicago,_IL",1,John 's solo set was songs 7 through 9.
"2011-08-05_-_Lollapalooza_-_Grant_Park_-_Chicago,_IL",2,"This set was performed at the Petrillo Music Shell, a stage that has hosted other acts such as the 1996 Chicago Bulls, Pope John Paul II, and Bernie Sanders. During this iteration of Lollapalooza, the stage was dubbed the Sony PlayStation Stage."
"2011-12-06_-_Second_City_-_Chicago,_IL",1,"This show was part of ""The Second City That Never Sleeps: Letters to Santa"", a 24-hour charity event to raise money for Letters to Santa."
"2011-10-28_-_John_Wesley_Harding's_Cabinet_of_Wonders_-_City_Winery_-_New_York,_NY",1,John Darnielle performed three songs as part of the second episode of John Wesley Harding 's Cabinet of Wonders variety show.
"2011-10-28_-_John_Wesley_Harding's_Cabinet_of_Wonders_-_City_Winery_-_New_York,_NY",2,"""High Hawk Season"" was performed with John Wesley Harding and his band."
"2011-10-28_-_John_Wesley_Harding's_Cabinet_of_Wonders_-_City_Winery_-_New_York,_NY",3,"""High Hawk Season"" was not included in the Cabinet of Wonders podcast but is still available to listen to as a ""web extra""."
"2012-01-19_-_Antone's_-_Austin,_TX",1,John 's solo set was songs 6 through 8.
"2012-01-21_-_Tipitina's_-_New_Orleans,_LA",1,John 's solo set was songs 7 through 9.
"1998-10-10_-_The_Rocket_Bar_-_St._Louis,_MO",1,Songs 13 through 16 were performed with Franklin Bruno as The Extra Glenns
"2003-03-14_-_The_Hideout_-_Austin,_TX",1,This was an Extra Glenns show.
"2012-01-22_-_Central_Square_Records_-_Seaside,_FL",1,This was a John Darnielle solo show.
"2004-10-18_-_The_EARL_-_Atlanta,_GA",1,John Vanderslice and his band joined the Mountain Goats on songs 14 through 19.
"2012-01-24_-_The_Social_-_Orlando,_FL",1,John 's solo set was songs 7 through 9.
"2012-01-28_-_The_EARL_-_Atlanta,_GA",1,John 's solo set was songs 7 through 9.
"2011-10-29_-_A_Haunted_Hot_Tub_Halloween_-_Littlefield_-_New_York,_NY",1,"John Darnielle performed a set as part of Kristen Schaal and Kurt Braunohler 's Hot Tub variety show. Schaal and Braunohler join Darnielle for ""Golden Boy""."
"2014-02-28_-_Rangos_Ballroom_-_Carnegie_Mellon_University_-_Pittsburgh,_PA",1,"This was the first time "" Good Morning to All Vultures "" and "" Brisbane Hotel Sutra "" had ever been played."
"2014-02-28_-_Rangos_Ballroom_-_Carnegie_Mellon_University_-_Pittsburgh,_PA",2,"It was also the first (and only) time "" Italian Guns "" was played."
"2012-02-02_-_The_Grey_Eagle_-_Asheville,_NC",1,John 's solo set was songs 7 through 9.
"2012-02-03_-_The_Blind_Tiger_-_Greensboro,_NC",1,John 's solo set was songs 8 through 11.
"2011-11-18_-_WITS_at_the_Fitzgerald_-_St._Paul,_MN",1,"John Darnielle performed on an episode of the WITS radio show . He was backed by John Munson and the Witnesses for the first four songs, the first two of which included a pedal-steel guitar."
"2011-11-18_-_WITS_at_the_Fitzgerald_-_St._Paul,_MN",2,"""Woke Up New"" is included as part of Episode 12 of the WITS Podcast ."
"2012-02-04_-_The_Haw_River_Ballroom_-_Saxapahaw,_NC",1,John 's solo set was songs 9 through 13.
"2008-02-xx_-_One_Shot_Seattle_Session_-_Seattle,_WA",1,"John Darnielle tweeted the following about the video: ""I share this only in the hopes that it is helpful to others: the day this was filmed was one of the worst days of my life. I'm laughing and trying to be accommodating but I am in terrible shape. Powering through: sometimes, it yields dividends."""
"2012-04-02_-_The_Barbican_-_London,_England",1,The Mountain Goats were joined by the a capella quartet Anonymous 4 and Owen Pallett for the Transcendental Youth portion of the set.
"2012-05-01_-_The_Bakery_-_Perth,_Australia",1,John 's solo set was songs 7 through 10.
"2012-05-01_-_The_Bakery_-_Perth,_Australia",2,"This video contains parts of ""Estate Sale Sign"", ""Birth of Serpents"", ""Sax Rohmer #1"", and ""This Year""."
"2005-10-28_-_Fuel_Rocket_Club_-_Dartmouth_College_-_Hanover,_NH",1,"Songs 12, 13, and 14 were played with the Prayers and Tears of Arthur Digby Sellers ."
"2005-05-14_-_NPR_Session_-_Studio_4A_-_Washington,_D.C.",1,John Darnielle and Peter Hughes are joined by John Vanderslice and cellist Erik Friedlander .
"2012-05-08_-_The_Clarendon_-_Katoomba,_Australia",1,Songs 7 through 10 were performed by John solo.
"2012-05-09_-_The_Toff_in_Town_-_Melbourne,_Australia",1,Songs 8 through 11 were performed by John solo.
"2002-11-13_-_The_Opolis_-_Norman,_OK",1,"Before playing ""Going to Georgia"", John played the first few chords of "" That Hippolytine Feeling ""."
"2002-11-13_-_The_Opolis_-_Norman,_OK",2,Songs 7 through 15 were played with Peter Hughes on bass.
"2002-11-13_-_The_Opolis_-_Norman,_OK",3,Video of the entire concert can be viewed here .
"2012-06-10_-_Halfway_Festival_-_Białystok,_Poland",1,This was a John Darnielle and Peter Hughes duo show.
"2012-06-10_-_Halfway_Festival_-_Białystok,_Poland",2,Songs 1 and 15 through 18 were performed on piano.
"2005-06-18_-_China_Clipper_-_Olympia,_WA",1,Song 6 was performed a cappella because John Darnielle broke his guitar strings during song 5. Peter Hughes spent this song restringing John's guitar.
"2005-06-18_-_China_Clipper_-_Olympia,_WA",2,The encore was songs 14 and 15.
"2012-07-28_-_Antiwarpt_Festival_-_St._Petersburg,_FL",1,Songs 7 through 9 were performed by John solo.
"2012-10-06_-_Reynolds_Industries_Theatre_-_Durham,_NC",1,The Mountain Goats were joined by the a capella quartet Anonymous 4 for the Transcendental Youth portion of the set.
"2012-10-09_-_The_National_-_Richmond,_VA",1,"Songs 11, 12, 13, and 18 featured a horn section."
"2012-10-09_-_The_National_-_Richmond,_VA",2,John 's solo set was songs 8 through 10.
"2014-04-15_-_Pearl_Street_Ballroom_-_Northampton,_MA",1,This was a John Darnielle solo show.
"2014-04-15_-_Pearl_Street_Ballroom_-_Northampton,_MA",2,Songs 14 and 15 were played with Erin McKeown .
"2014-04-16_-_Somerville_Theatre_-_Somerville,_MA",1,This was a John Darnielle solo show.
"2014-04-16_-_Somerville_Theatre_-_Somerville,_MA",2,Songs 14 through 16 were played with Erin McKeown .
"2014-04-17_-_Club_Helsinki_-_Hudson,_NY",1,This was a John Darnielle solo show.
"2014-04-17_-_Club_Helsinki_-_Hudson,_NY",2,Songs 14 through 16 were played with Erin McKeown .
"2012-10-10_-_Ottobar_-_Baltimore,_MD",1,"Songs, 13, 14, 15, 18, and 19 featured a horn section."
"2012-10-10_-_Ottobar_-_Baltimore,_MD",2,John 's solo set was songs 7 through 10.
"2012-10-13_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",1,"""Dance Music"" was performed by John Darnielle and Peter Hughes as a duo, and ""Ezekiel 7 and the Permanent Efficacy of Grace"" was performed by Darnielle and Jon Wurster ."
"2012-10-13_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",2,John's solo set was songs 8 through 10.
"2012-10-13_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",3,Songs 13 through 15 and 19 were performed with a horn section.
"2012-10-14_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",1,"""Dance Music"" was performed by John Darnielle and Peter Hughes as a duo, and ""Ezekiel 7 and the Permanent Efficacy of Grace"" was performed by Darnielle and Jon Wurster ."
"2012-10-14_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",2,John's solo set was songs 8 through 10.
"2012-10-14_-_Music_Hall_of_Williamsburg_-_Brooklyn,_NY",3,Songs 13 through 15 and 19 through 20 were performed with a horn section.
"2014-04-19_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",1,This was a John Darnielle solo show.
"2014-04-20_-_Old_Town_School_of_Folk_Music_-_Chicago,_IL",1,This was a John Darnielle solo show.
"2014-04-21_-_Scope_Productions_Presents_First_United_Methodist_Church_-_Iowa_City,_IA",1,This was a John Darnielle solo show.
