song_key,song_title,n_plays,first_t,first_played,last_played,album,is_cover,opportunities,play_rate,play_rate_shrunk,deep_cut,surprisal
Carmen Cicero,Carmen Cicero,36,72,1999-07-09,2026-05-03,Unreleased,False,1239,0.029055690072639227,0.029068413237980477,False,3.538103150077921
Commandante,Commandante,35,67,1999-01-23,2024-12-09,Devil in the Shortwave,False,1244,0.028135048231511254,0.028162288185615048,False,3.56977149440199
Going to Bogotá,Going to Bogotá,35,30,1996-08-10,2026-04-05,Nothing for Juice,False,1281,0.0273224043715847,0.027361362234140985,False,3.5986233982076925
Waving at You,Waving at You,34,21,1996-01-15,2025-09-19,Nothing for Juice,False,1290,0.02635658914728682,0.026410024631005665,False,3.6340116200341646
Whole Wide World,Whole Wide World,34,27,1996-03-20,2026-04-05,Sweden,False,1284,0.0264797507788162,0.026531543149246488,False,3.629420946325566
Murder at the 18th St. Garage,Murder at the 18th St. Garage,34,1149,2023-10-02,2024-08-01,Jenny from Thebes,False,162,0.20987654320987653,0.19009413333306277,False,1.6602358909157628
New Britain,New Britain,33,355,2008-11-09,2025-10-04,Full Force Galesburg,False,956,0.034518828451882845,0.03442329125678015,False,3.3690218722941996
Hostages,Hostages,33,1077,2022-08-30,2023-08-08,Bleed Out,False,234,0.14102564102564102,0.13227217427802135,False,2.0228935528996437
Song for Lonely Giants,Song for Lonely Giants,33,224,2006-08-21,2025-11-11,Get Lonely,False,1087,0.03035878564857406,0.030349712977974185,False,3.494968218589744
Guys on Every Corner,Guys on Every Corner,32,1073,2022-08-20,2024-08-04,Bleed Out,False,238,0.13445378151260504,0.1263454739016179,False,2.068735267699978
Maize Stalk Drinking Blood,Maize Stalk Drinking Blood,32,46,1997-04-04,2019-11-18,Full Force Galesburg,False,1265,0.025296442687747035,0.02536741810631706,False,3.6742896801076808
Alpha Double Negative: Going to Catalina,Alpha Double Negative: Going to Catalina,32,5,1992-12-06,2006-09-24,Songs for Petronius,False,1306,0.02450229709035222,0.024583056008007104,False,3.7056978535241685
Seeing Daylight,Seeing Daylight,32,18,1995-04-20,2017-09-08,Beautiful Rat Sunset,False,1293,0.02474864655839134,0.02482645260214579,False,3.6958455570811566
Transjordanian Blues,Transjordanian Blues,32,87,2001-07-19,2025-10-02,On Juhu Beach,False,1224,0.026143790849673203,0.026203482529435225,False,3.6418629560774853
Pure Gold,Pure Gold,32,10,1994-08-18,2014-04-17,Songs About Fire,False,1301,0.024596464258262875,0.024676103154138852,False,3.701919987300686
"No, I Can't","No, I Can't",32,8,1992-12-27,2024-05-22,Transmissions to Horace,False,1303,0.024558710667689946,0.024638799899181725,False,3.703432846893316
Orange Ball of Love,Orange Ball of Love,31,16,1995-04-15,2025-08-01,Zopilote Machine,False,1295,0.023938223938223938,0.024028237465108307,False,3.7285255791935352
Going to Port Washington,Going to Port Washington,31,28,1996-03-21,2026-05-16,The Wedding Record,False,1283,0.024162120031176928,0.024249525914518358,False,3.7193582117065156
Going Invisible 2,Going Invisible 2,31,922,2019-05-01,2025-11-30,In League with Dragons,False,389,0.07969151670951156,0.077254602118869,False,2.560648790624472
Going to Queens,Going to Queens,30,49,1997-06-17,2025-09-17,Sweden,False,1262,0.02377179080824089,0.023866717836675055,False,3.7352703496911803
Going to Kansas,Going to Kansas,30,3,1992-07-22,2024-01-23,The Hound Chronicles,False,1308,0.022935779816513763,0.02304000923691071,False,3.770523042246944
Alpha Gelida,Alpha Gelida,30,11,1994-08-22,2025-11-06,Taking the Dative,False,1300,0.023076923076923078,0.02317964565652835,False,3.7644807277909815
Extraction Point,Extraction Point,30,1074,2022-08-25,2024-08-04,Bleed Out,False,237,0.12658227848101267,0.11905498936427013,False,2.1281697971057847
The Legend of Chavo Guerrero,The Legend of Chavo Guerrero,29,681,2015-04-02,2024-08-09,Beat the Champ,False,630,0.046031746031746035,0.04553404964094988,False,3.0892948891376646
Wolf Count,Wolf Count,29,998,2021-04-19,2024-01-24,Getting Into Knives,False,313,0.0926517571884984,0.08888027707692919,False,2.4204650162284254
Great Pirates,Great Pirates,29,1256,2025-09-17,2026-04-17,Jenny from Thebes,False,55,0.5272727272727272,0.39462843022156563,False,0.9298106397842921
Training Montage,Training Montage,29,1072,2022-08-19,2023-10-07,Bleed Out,False,239,0.12133891213389121,0.11427464195605182,False,2.1691505879475192
Neon Orange Glimmer Song,Neon Orange Glimmer Song,29,14,1995-04-12,2022-09-20,Sweden,False,1297,0.02235929067077872,0.022473145229018544,False,3.7954342279912625
Going to Jamaica,Going to Jamaica,29,11,1994-08-22,2025-11-06,Taking the Dative,False,1300,0.022307692307692306,0.022422069898952592,False,3.7977095418283984
Rotten Stinking Mouthpiece,Rotten Stinking Mouthpiece,29,483,2011-04-08,2025-12-14,All Survivors Pack,False,828,0.035024154589371984,0.03490227861629413,False,3.3552031620398846
See America Right (Song),See America Right (Song),28,105,2002-10-23,2012-01-31,Tallahassee,False,1206,0.02321724709784411,0.023325556498056624,False,3.7582056740957546
Black Molly,Black Molly,28,32,1996-09-02,2023-04-18,In Release City,False,1279,0.0218921032056294,0.022014728457750134,False,3.8160435742701972
Horseradish Road,Horseradish Road,28,60,1998-04-12,2026-05-22,The Coroner's Gambit,False,1251,0.02238209432454037,0.022499710673971222,False,3.794252828789052
Doc Gooden,Doc Gooden,28,970,2019-11-10,2025-08-11,In League with Dragons,False,341,0.08211143695014662,0.0792164328715164,False,2.5355715159324785
Going to Palestine,Going to Palestine,27,11,1994-08-22,2026-05-15,Unreleased,False,1300,0.02076923076923077,0.020906918383801078,False,3.8676751516390695
West Country Dream,West Country Dream,27,47,1997-06-14,2014-05-02,Full Force Galesburg,False,1264,0.021360759493670885,0.021493093665589894,False,3.840023620308559
Song for My Stepfather,Song for My Stepfather,27,157,2004-05-26,2026-04-19,Unreleased,False,1154,0.02339688041594454,0.02350692697326867,False,3.7504601364466947
Steal Smoked Fish (Song),Steal Smoked Fish (Song),26,571,2012-10-09,2016-09-26,Steal Smoked Fish EP,False,740,0.03513513513513514,0.03499622666660187,False,3.352515032830249
Hair Match,Hair Match,26,998,2021-04-19,2025-11-11,Beat the Champ,False,313,0.08306709265175719,0.07987126806792018,False,2.527339089530316
Attention All Pickpockets,Attention All Pickpockets,26,277,2007-06-17,2025-09-17,Letter from Belgium EP,False,1034,0.025145067698259187,0.025234470841193,False,3.6795443286511795
Onions,Onions,25,77,2000-02-17,2025-12-12,The Coroner's Gambit,False,1234,0.02025931928687196,0.020412386177525856,False,3.8916133968174083
Masher,Masher,25,43,1996-11-22,2022-07-15,Full Force Galesburg,False,1268,0.01971608832807571,0.0198735498964421,False,3.9183655822888412
Idylls of the King,Idylls of the King,25,270,2007-04-03,2025-07-26,Tallahassee,False,1041,0.024015369836695485,0.02412547810237269,False,3.7244868142385257
Fire Editorial,Fire Editorial,25,702,2015-05-26,2024-08-03,Beat the Champ,False,609,0.041050903119868636,0.04069496385789733,False,3.2016509323249833
Choked Out,Choked Out,25,674,2014-07-25,2022-11-14,Beat the Champ,False,637,0.03924646781789639,0.038960627498656655,False,3.245203694109153
Dark as a Dungeon,Dark as a Dungeon,25,564,2012-09-01,2024-10-07,Unreleased,True,747,0.03346720214190094,0.033373053802630274,False,3.400006476991799
The House That Dripped Blood,The House That Dripped Blood,25,116,2003-02-01,2024-01-28,Tallahassee,False,1195,0.02092050209205021,0.02106759857334767,False,3.8600190313991916
Genesis 3:23,Genesis 3:23,24,388,2009-08-21,2026-05-26,The Life of the World to Come,False,923,0.02600216684723727,0.02608391544710225,False,3.6464364210182256
Ripple,Ripple,24,589,2012-11-30,2025-08-10,Unreleased,True,722,0.0332409972299169,0.03314977394422833,False,3.406719381552149
Chanson du Bon Chose,Chanson du Bon Chose,24,52,1997-06-22,2025-09-29,Nine Black Poppies EP,False,1259,0.019062748212867357,0.01923153421940377,False,3.951203939963611
Ox Baker Triumphant,Ox Baker Triumphant,24,365,2008-12-18,2026-04-06,Babylon Springs EP,False,946,0.02536997885835095,0.025462869841218864,False,3.670533972597286
Bell Swamp Connection,Bell Swamp Connection,24,997,2021-04-18,2024-08-09,Getting Into Knives,False,314,0.07643312101910828,0.07364410858268688,False,2.608511131361469
Clean Slate,Clean Slate,23,1143,2023-08-04,2024-07-26,Jenny from Thebes,False,168,0.13690476190476192,0.12551666099264586,False,2.075316772308205
Only One Way,Only One Way,23,1150,2023-10-03,2024-05-26,Jenny from Thebes,False,161,0.14285714285714285,0.13037089650064873,False,2.0373718407440813
Weekend in Western Illinois,Weekend in Western Illinois,23,45,1997-03-02,2025-09-29,Full Force Galesburg,False,1266,0.018167456556082148,0.018349247485705617,False,3.99816671427582
Jam Eater Blues (Song),Jam Eater Blues (Song),23,74,1999-10-09,2025-12-05,Jam Eater Blues EP,False,1237,0.018593371059013743,0.018772579368828497,False,3.975358018068503
Going to Scotland,Going to Scotland,23,18,1995-04-20,2026-04-16,Nothing for Juice,False,1293,0.017788089713843776,0.017971920995138935,False,4.018944683781052
Half Dead,Half Dead,23,216,2006-06-09,2009-02-05,Get Lonely,False,1095,0.021004566210045664,0.02116334732432056,False,3.8554844933724746
Downtown Seoul,Downtown Seoul,23,10,1994-08-18,2023-02-09,Sweden,False,1301,0.017678708685626442,0.017863082715077534,False,4.025019114000581
Sign of the Crow 2,Sign of the Crow 2,23,321,2008-03-14,2026-05-23,Unreleased,False,990,0.023232323232323233,0.023363497293680615,False,3.756580419313561
Song for Black Sabbath's Second North American Tour,Song for Black Sabbath's Second North American Tour,22,648,2014-01-19,2026-04-11,Unreleased,False,663,0.033182503770739065,0.033085113128283196,False,3.408671852201512
Poltergeist,Poltergeist,22,59,1998-04-04,2022-11-11,Unreleased,False,1252,0.01757188498402556,0.017765041090108034,False,4.03052273653079
Going to Bolivia,Going to Bolivia,22,13,1995-01-15,2022-12-05,Sweden,False,1298,0.01694915254237288,0.017145016894246905,False,4.0660477076931745
Ontario,Ontario,22,31,1996-08-30,2026-04-19,Full Force Galesburg,False,1280,0.0171875,0.017382409435859555,False,4.05229653608035
Palmcorder Yajna (Song),Palmcorder Yajna (Song),22,106,2002-11-01,2012-12-16,We Shall All Be Healed,False,1205,0.018257261410788383,0.018446638584993815,False,3.9928731156095494
Fishing Boat,Fishing Boat,22,1274,2025-11-29,2026-05-26,Through This Fire Across From Peter Balkan,False,37,0.5945945945945946,0.3964409169582004,False,0.9252282604652722
Rocks in My Pockets,Rocks in My Pockets,22,1268,2025-10-03,2026-04-21,Through This Fire Across From Peter Balkan,False,43,0.5116279069767442,0.35868463915265747,False,1.0253117190222547
Peru,Peru,22,1273,2025-11-22,2026-05-26,Through This Fire Across From Peter Balkan,False,38,0.5789473684210527,0.3896057287347831,False,0.9426200031771413
The River Song,The River Song,22,4,1992-10-01,2023-07-07,Martial Arts Weekend,False,1307,0.016832440703902066,0.017028735694512,False,4.072853026962929
The Coroner's Gambit (Song),The Coroner's Gambit (Song),22,286,2007-09-30,2026-05-24,The Coroner's Gambit,False,1025,0.021463414634146343,0.021624050015901838,False,3.8339491570296333
We Were Patriots,We Were Patriots,21,57,1998-02-06,2026-04-10,The Coroner's Gambit,False,1254,0.01674641148325359,0.016952223129213045,False,4.077356295690478
Pure Milk,Pure Milk,21,74,1999-10-09,2025-09-17,Hot Garden Stomp,False,1237,0.016976556184316895,0.01718148947224934,False,4.063922668148617
Itzcuintli-Totzli Days,Itzcuintli-Totzli Days,21,54,1997-07-16,2024-08-04,Beautiful Rat Sunset,False,1257,0.016706443914081145,0.016912398016145202,False,4.079708315590909
My Favorite Things,My Favorite Things,21,24,1996-02-26,2024-12-09,Unreleased,False,1287,0.016317016317016316,0.016524202193280352,False,4.102929173182591
Your Bandage,Your Bandage,21,1274,2025-11-29,2026-05-26,Through This Fire Across From Peter Balkan,False,37,0.5675675675675675,0.3788970573090776,False,0.9704907273929199
Narakaloka,Narakaloka,21,56,1997-12-06,2025-08-10,New Asian Cinema,False,1255,0.016733067729083666,0.016938927267935232,False,4.078140917150896
Alpha in Tauris,Alpha in Tauris,21,51,1997-06-21,2022-09-02,Zopilote Machine,False,1260,0.016666666666666666,0.01687275958329486,False,4.0820548164720325
Going to Alaska,Going to Alaska,21,58,1998-02-07,2025-09-27,Taboo VI: The Homecoming,False,1253,0.01675977653631285,0.016965539879510935,False,4.076571058115777
California Jam,California Jam,20,771,2016-09-18,2018-09-13,Unreleased,False,540,0.037037037037037035,0.0367805933332454,False,3.302784927982698
Terror Song,Terror Song,20,62,1998-04-23,2019-09-17,Unreleased,True,1249,0.016012810248198558,0.01623099469394596,False,4.1208326119678915
Blueberry Frost,Blueberry Frost,20,37,1996-11-07,2024-03-01,Nothing for Juice,False,1274,0.015698587127158554,0.01591741287992073,False,4.140341619314349
Riches and Wonders,Riches and Wonders,20,105,2002-10-23,2026-05-17,All Hail West Texas,False,1206,0.01658374792703151,0.01680027101681682,False,4.08636026074966
Mosquito Repellent,Mosquito Repellent,20,334,2008-10-13,2008-11-09,Black Pear Tree EP,False,977,0.02047082906857728,0.02065910959540363,False,3.8795989142153418
Outer Scorpion Squadron,Outer Scorpion Squadron,20,469,2011-03-25,2025-08-02,All Eternals Deck,False,842,0.023752969121140142,0.023894584996075895,False,3.7341034149171968
Stench of the Unburied,Stench of the Unburied,20,804,2017-05-19,2018-04-23,Goths,False,507,0.03944773175542406,0.03908374244139928,False,3.242048692794866
Wage Wars Get Rich Die Handsome,Wage Wars Get Rich Die Handsome,20,1072,2022-08-19,2023-07-14,Bleed Out,False,239,0.08368200836820083,0.07952560720701707,False,2.5316762059530413
An Antidote for Strychnine,An Antidote for Strychnine,20,953,2019-08-30,2023-07-13,In League with Dragons,False,358,0.055865921787709494,0.05448976790110429,False,2.909742339873091
One Fine Day,One Fine Day,20,10,1994-08-18,2020-02-22,Unreleased,True,1301,0.015372790161414296,0.015592075902057094,False,4.160992448775829
Tulsa Imperative,Tulsa Imperative,20,18,1995-04-20,2024-08-09,Unreleased,False,1293,0.015467904098994586,0.01568707712613665,False,4.1549180185563
Beautiful Gas Mask,Beautiful Gas Mask,20,468,2011-03-24,2022-08-19,All Eternals Deck,False,843,0.02372479240806643,0.02386689718032146,False,3.7352628353369317
Alphabetizing,Alphabetizing,19,53,1997-06-26,2024-02-29,Chile de Árbol,False,1258,0.015103338632750398,0.0153342193009526,False,4.177668392333472
Golden Boy,Golden Boy,19,222,2006-08-10,2024-08-07,Object Lessons: Songs About Products,False,1089,0.017447199265381085,0.017670993928419677,False,4.035830744746359
Armies of the Lord,Armies of the Lord,19,1275,2025-11-30,2026-05-26,Through This Fire Across From Peter Balkan,False,36,0.5277777777777778,0.3499487904753111,False,1.0499684481311409
Azo Tle Nelli in Tlalticpac?,Azo Tle Nelli in Tlalticpac?,19,26,1996-03-16,2024-04-22,Zopilote Machine,False,1285,0.014785992217898832,0.015016959591277718,False,4.198575077152785
Quetzalcoatl Eats Plums,Quetzalcoatl Eats Plums,19,38,1996-11-09,2023-12-13,Zopilote Machine,False,1273,0.014925373134328358,0.015156328125767534,False,4.1893371361678495
Sinaloan Milk Snake Song,Sinaloan Milk Snake Song,19,7,1992-12-13,2025-11-06,Zopilote Machine,False,1304,0.014570552147239263,0.014801459415874185,False,4.213029493892945
Cleaning Crew,Cleaning Crew,19,1149,2023-10-02,2024-08-03,Jenny from Thebes,False,162,0.11728395061728394,0.10767655091548034,False,2.228623444472787
Going to Bristol,Going to Bristol,18,13,1995-01-15,2023-12-08,Zopilote Machine,False,1298,0.01386748844375963,0.014110115528541292,False,4.260863325444251
Song for the Julian Calendar,Song for the Julian Calendar,18,49,1997-06-17,2022-09-18,Full Force Galesburg,False,1262,0.014263074484944533,0.014506343421698457,False,4.233169247862413
1 John 4:16,1 John 4:16,18,339,2008-10-20,2026-04-21,The Life of the World to Come,False,972,0.018518518518518517,0.018747109139735305,False,3.976715717666671
Age of Kings,Age of Kings,18,472,2011-03-29,2011-06-24,All Eternals Deck,False,839,0.021454112038140644,0.021649746526912015,False,3.832761532366054
Suedehead,Suedehead,18,335,2008-10-14,2008-11-09,Unreleased,True,976,0.018442622950819672,0.01867181954479661,False,3.9807398679663963
Dawn of Revelation,Dawn of Revelation,18,1274,2025-11-29,2026-05-26,Through This Fire Across From Peter Balkan,False,37,0.4864864864864865,0.32626547836170916,False,1.1200438782163484
Picture of My Dress,Picture of My Dress,18,968,2019-09-28,2026-05-26,Getting Into Knives,False,343,0.052478134110787174,0.05123176932952458,False,2.971395444646649
Ghosts,Ghosts,18,29,1996-03-23,2025-10-03,"Hail and Farewell, Gothenburg",False,1282,0.014040561622464899,0.014283511725512612,False,4.248649433150313
Collapsing Stars,Collapsing Stars,18,170,2005-01-26,2023-12-12,Dilaudid EP,False,1141,0.015775635407537247,0.016018201780032233,False,4.13402959207969
Paid in Cocaine,Paid in Cocaine,18,803,2017-04-12,2017-11-18,Goths,False,508,0.03543307086614173,0.03522184141404815,False,3.34608889408806
No More Tears,No More Tears,17,893,2018-05-27,2019-11-24,Marsh Witch Visions,False,418,0.04066985645933014,0.04017610106533658,False,3.214482961005143
Family Happiness,Family Happiness,17,57,1998-02-06,2024-07-24,The Coroner's Gambit,False,1254,0.013556618819776715,0.013812505703781336,False,4.2821808867608055
Infidelity (Song),Infidelity (Song),17,20,1995-09-21,2010-10-23,Infidelity,False,1291,0.013168086754453912,0.013422679074460276,False,4.310809534392397
The Hot Garden Stomp,The Hot Garden Stomp,17,5,1992-12-06,2022-09-04,Hot Garden Stomp,False,1306,0.013016845329249618,0.013270838813436969,False,4.322186221374505
Cutter,Cutter,17,46,1997-04-04,2026-05-23,Unreleased,False,1265,0.013438735177865613,0.013694266355344297,False,4.2907780479580175
The Boys Are Back in Town,The Boys Are Back in Town,17,150,2004-03-27,2018-04-15,Unreleased,True,1161,0.014642549526270457,0.014900196669447436,False,4.206380866826059
Torch Song,Torch Song,16,12,1994-08-23,2023-09-19,The Hound Chronicles,False,1299,0.012317167051578136,0.012583117715403656,False,4.375399227301732
I Corinthians 13: 8-10,I Corinthians 13: 8-10,16,21,1996-01-15,2008-03-01,Nothing for Juice,False,1290,0.012403100775193798,0.01266956661573849,False,4.3685524907796145
Yoga,Yoga,16,60,1998-04-12,2024-10-16,Devil in the Shortwave,False,1251,0.012789768185451638,0.01305832593754321,False,4.338329345773872
You're in Maya,You're in Maya,16,69,1999-01-27,2020-02-20,Unreleased,False,1242,0.01288244766505636,0.013151451875291143,False,4.3312231176855756
Mark On You,Mark On You,16,1072,2022-08-19,2023-02-18,Bleed Out,False,239,0.06694560669456066,0.06408159176300163,False,2.7475981362839548
Solidarity Forever,Solidarity Forever,16,794,2016-12-16,2025-11-22,Unreleased,True,517,0.030947775628626693,0.030907136436903952,False,3.476768169093282
Marduk T-Shirt Men's Room Incident,Marduk T-Shirt Men's Room Incident,16,311,2008-02-26,2014-04-15,Heretic Pride,False,1000,0.016,0.016271698300605316,False,4.118327980862734
02-75,02-75,16,33,1996-09-03,2010-06-07,Unreleased,False,1278,0.012519561815336464,0.012786696661492621,False,4.359349971848452
Going to Cleveland,Going to Cleveland,16,8,1992-12-27,2025-11-06,Transmissions to Horace,False,1303,0.012279355333844973,0.01254507351974106,False,4.378427238699373
As Many Candles As Possible,As Many Candles As Possible,16,999,2021-08-06,2021-12-15,Getting Into Knives,False,312,0.05128205128205128,0.049991362248847655,False,2.9959050435009056
Done Bleeding,Done Bleeding,16,918,2019-04-26,2019-09-13,In League with Dragons,False,393,0.04071246819338423,0.04018676093611966,False,3.21421766754545
Mobile,Mobile,15,1019,2021-09-09,2024-12-09,Dark in Here,False,292,0.05136986301369863,0.04999080854685071,False,2.99591611951561
Cold at Night,Cold at Night,15,1274,2025-11-29,2026-05-15,Through This Fire Across From Peter Balkan,False,37,0.40540540540540543,0.2736338994143407,False,1.2959641995406779
Billy the Kid's Dream of the Magic Shoes,Billy the Kid's Dream of the Magic Shoes,15,33,1996-09-03,2026-04-16,Chile de Árbol,False,1278,0.011737089201877934,0.012016280636839306,False,4.421492828970163
Going to Marrakesh,Going to Marrakesh,15,84,2001-04-21,2024-05-24,Martial Arts Weekend,False,1227,0.012224938875305624,0.012507724351738107,False,4.381408877386164
Shower,Shower,15,55,1997-11-14,2017-11-16,Unreleased,False,1256,0.01194267515923567,0.012223457889198605,False,4.404398395610863
Design Your Own Container Garden,Design Your Own Container Garden,15,216,2006-06-09,2025-12-13,See America Right EP,False,1095,0.0136986301369863,0.013988459431943875,False,4.269522615600347
Running Away with What Freud Said,Running Away with What Freud Said,15,95,2002-03-08,2025-10-04,Taboo VI: The Homecoming,False,1216,0.012335526315789474,0.012619039050661343,False,4.372548569723763
Stars Fell on Alabama,Stars Fell on Alabama,15,23,1996-02-25,2024-01-19,Nine Black Poppies EP,False,1288,0.011645962732919254,0.011924413047872645,False,4.429167463723272
Only Takes a Few,Only Takes a Few,14,1187,2024-04-06,2024-04-22,"Tick, tick... BOOM! (Soundtrack from the Netflix Film)",True,124,0.11290322580645161,0.10136897407373208,False,2.2889882102493604
Adultery,Adultery,14,20,1995-09-21,2025-09-18,Undercard,False,1291,0.010844306738962044,0.011134349555009474,False,4.497720394437059
Pure Heat,Pure Heat,14,13,1995-01-15,2024-04-13,Why You All So Thief?,False,1298,0.01078582434514638,0.011075214162835675,False,4.503045625735812
Furniture Store,Furniture Store,14,20,1995-09-21,2019-09-16,Unreleased,True,1291,0.010844306738962044,0.011134349555009474,False,4.497720394437059
Peacocks,Peacocks,14,136,2003-10-04,2016-02-28,Tallahassee,False,1175,0.011914893617021277,0.012215173444868133,False,4.405076375038971
Pseudothyrum Song,Pseudothyrum Song,14,73,1999-07-23,2025-08-12,Isopanisad Radio Hour,False,1238,0.011308562197092083,0.011603443773145802,False,4.456453347933746
Store,Store,13,99,2002-07-24,2024-10-08,Jam Eater Blues EP,False,1212,0.010726072607260726,0.01103663333329336,False,4.5065352363348525
The Plague,The Plague,13,87,2001-07-19,2022-05-11,Unreleased,False,1224,0.010620915032679739,0.010930170632329116,False,4.516228365540512
Bring Our Curses Home,Bring Our Curses Home,13,337,2008-10-17,2008-11-09,Black Pear Tree EP,False,974,0.013347022587268994,0.013679207511687545,False,4.291878298897962
From the Nebraska Plant,From the Nebraska Plant,13,1186,2024-04-05,2024-07-31,Jenny from Thebes,False,125,0.104,0.09377332597667186,False,2.3668748346619624
Alpha Chum Gatherer,Alpha Chum Gatherer,13,611,2013-06-03,2013-06-28,Unreleased,False,700,0.018571428571428572,0.018884905925857527,False,3.969392304251489
Alpha Desperation March,Alpha Desperation March,13,8,1992-12-27,2023-09-19,Transmissions to Horace,False,1303,0.009976976208749041,0.010277499823595933,False,4.577798256356344
Counterfeit Florida Plates,Counterfeit Florida Plates,13,529,2012-01-21,2017-06-21,Transcendental Youth,False,782,0.016624040920716114,0.016954030257627706,False,4.077249700107902
Young Caesar 2000,Young Caesar 2000,13,47,1997-06-14,2025-11-06,Zopilote Machine,False,1264,0.010284810126582278,0.010589666874312632,False,4.547876576491294
Orange Ball of Pain,Orange Ball of Pain,12,21,1996-01-15,2024-12-02,Nothing for Juice,False,1290,0.009302325581395349,0.009616131501234672,False,4.644313226029601
Spilling Toward Alpha,Spilling Toward Alpha,12,3,1992-07-22,2025-11-06,The Hound Chronicles,False,1308,0.009174311926605505,0.009485792369440828,False,4.657960139870783
New Chevrolet in Flames,New Chevrolet in Flames,12,856,2017-10-08,2018-05-29,See America Right EP,False,455,0.026373626373626374,0.026520278456036675,False,3.629845613869045
Alibi,Alibi,12,219,2006-06-14,2017-10-05,Babylon Springs EP,False,1092,0.01098901098901099,0.01132835635487178,False,4.480446284644931
The Lady from Shanghai,The Lady from Shanghai,12,218,2006-06-13,2025-12-06,Songs for Petronius,False,1093,0.010978956999085087,0.01131817813712257,False,4.481345161109949
The Pig Song,The Pig Song,12,652,2014-04-16,2025-08-11,Unreleased,False,659,0.018209408194233688,0.01855247756497411,False,3.9871519373931
Baltimore,Baltimore,12,78,2000-03-05,2010-10-23,Martial Arts Weekend,False,1233,0.009732360097323601,0.010053577227946864,False,4.599826764730472
Stars Around Her,Stars Around Her,12,18,1995-04-20,2024-04-09,Songs About Fire,False,1293,0.009280742459396751,0.009594160142130556,False,4.6466006841372
Shirtless in Hamburg,Shirtless in Hamburg,12,1168,2024-01-18,2024-02-01,Marsh Witch Visions,False,143,0.08391608391608392,0.07728302004059767,False,2.560281010641166
Short Song About the 10 Freeway,Short Song About the 10 Freeway,12,11,1994-08-22,2021-03-31,Songs for Peter Hughes,False,1300,0.009230769230769232,0.009543282020164712,False,4.65191782541482
The Water Song,The Water Song,12,10,1994-08-18,2024-12-10,The Hound Chronicles,False,1301,0.009223674096848577,0.009536057734002588,False,4.652675114356729
Memories,Memories,12,78,2000-03-05,2024-04-16,Martial Arts Weekend,True,1233,0.009732360097323601,0.010053577227946864,False,4.599826764730472
Waco,Waco,12,83,2001-02-10,2023-04-17,All Hail West Texas (2013 Reissue),False,1228,0.009771986970684038,0.010093855982866523,False,4.595828358763777
Handball,Handball,12,59,1998-04-04,2009-12-02,Our Salvation Is in Hand,False,1252,0.009584664536741214,0.009903405869982248,False,4.614876553734471
Song for Mark and Joel,Song for Mark and Joel,11,611,2013-06-03,2013-10-16,Beautiful Rat Sunset,False,700,0.015714285714285715,0.016107128148079748,False,4.128493362856337
If You See Light,If You See Light,11,224,2006-08-21,2023-02-15,Get Lonely,False,1087,0.010119595216191352,0.010476180909320162,False,4.558651083554873
The Destruction of the Kola Superdeep Borehole Tower,The Destruction of the Kola Superdeep Borehole Tower,11,999,2021-08-06,2021-10-20,Dark in Here,False,312,0.035256410256410256,0.03493112128499223,False,3.3543771197627246
Distant Stations,Distant Stations,11,277,2007-06-17,2026-05-17,All Hail West Texas,False,1034,0.010638297872340425,0.011002971789959601,False,4.509589879947543
Going to Lebanon,Going to Lebanon,11,5,1992-12-06,2022-04-28,Zopilote Machine,False,1306,0.008422664624808576,0.008745951935608913,False,4.739164321592043
Alpha Negative,Alpha Negative,11,12,1994-08-23,2025-11-06,The Hound Chronicles,False,1299,0.008468052347959968,0.00879236714679107,False,4.73387130356355
Song for Dana Plato,Song for Dana Plato,11,409,2009-11-21,2014-04-15,Songs for Peter Hughes,False,902,0.012195121951219513,0.01257823456249178,False,4.3757873744028295
Going to Michigan,Going to Michigan,11,78,2000-03-05,2026-05-22,Martial Arts Weekend,False,1233,0.008921330089213302,0.009255492630979585,False,4.682538105742304
Fresh Berries for You,Fresh Berries for You,11,27,1996-03-20,2022-12-05,Chile de Árbol,False,1284,0.008566978193146417,0.008893506339430536,False,4.722433893332834
Pet Politics,Pet Politics,11,189,2005-06-23,2019-08-08,The Believer 2005 CD,True,1122,0.00980392156862745,0.010155107063587934,False,4.589778541062191
We Shall All Be Healed (Song),We Shall All Be Healed (Song),11,445,2010-06-15,2019-11-15,Unreleased,False,866,0.012702078521939953,0.013089314070674289,False,4.335959101451317
Fault Lines,Fault Lines,11,87,2001-07-19,2026-05-17,All Hail West Texas,False,1224,0.008986928104575163,0.009322453590528473,False,4.67532942414536
Shallow Grave,Shallow Grave,11,1294,2026-04-13,2026-05-26,Days,False,17,0.6470588235294118,0.3134360072058762,False,1.1601600634904603
Un Rêve Plus Long Que la Nuit,Un Rêve Plus Long Que la Nuit,11,13,1995-01-15,2025-09-29,Gold Kiss Gala: I'll Wed You,False,1298,0.00847457627118644,0.008799038138556464,False,4.733112865908688
Nine Black Poppies,Nine Black Poppies,11,55,1997-11-14,2025-08-11,Nine Black Poppies EP,False,1256,0.00875796178343949,0.00908866165095409,False,4.700727614750971
The Bad Doctor,The Bad Doctor,11,5,1992-12-06,2015-10-03,Songs for Petronius,False,1306,0.008422664624808576,0.008745951935608913,False,4.739164321592043
